Song,Band,Album,Track ID,Popularity,Preview URL,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature
Sham Pain,Five Finger Death Punch,And Justice for None (Deluxe),0nqIqABZcujg05mkixJV60,57,https://p.scdn.co/mp3-preview/ce66f922b8ed3edff1f564ed506b6f1528445d15?cid=3502c8805da84b25aa0305556012150b,0.554,0.938,11,-4.901,0,0.0532,0.000176,2.9e-06,0.147,0.4,96.5,audio_features,209703,4
Infra-Red,Three Days Grace,Outsider,6oe2HcrgnNU66Eyq8BY45Z,59,https://p.scdn.co/mp3-preview/a52adee0ed5d639074c48a0b444ed2d906e22ef9?cid=3502c8805da84b25aa0305556012150b,0.568,0.907,5,-4.641,0,0.0488,0.00115,0.0,0.0982,0.337,112.037,audio_features,230933,4
Torn in Two,Breaking Benjamin,Ember,3IiMnjK7S2PlsPVMuAH7rU,55,,0.354,0.943,5,-3.633,1,0.288,0.000113,0.0187,0.104,0.367,94.416,audio_features,257453,4
Are You Ready,Disturbed,Evolution,4zvqMZ6g4wKZaPpOQvoBpP,60,https://p.scdn.co/mp3-preview/bfa0e4cfc51a269e50da54f01e8c64050a527558?cid=3502c8805da84b25aa0305556012150b,0.392,0.976,7,-2.189,1,0.107,0.000107,0.0,0.271,0.521,199.888,audio_features,261680,4
When The Curtain Falls,Greta Van Fleet,Anthem Of The Peaceful Army,2ZMI0QNoqU9fQZFirR9WpK,62,,0.535,0.975,0,-2.959,1,0.0647,0.0297,0.126,0.0482,0.689,96.004,audio_features,222960,4
GET UP,Shinedown,ATTENTION ATTENTION,1OKQIvaO7yn7R2BpdUFG7D,60,https://p.scdn.co/mp3-preview/ae5c637f42220fe9b248d89f41c36ae69a149168?cid=3502c8805da84b25aa0305556012150b,0.552,0.935,0,-4.096,1,0.0623,0.0174,1.98e-06,0.116,0.38,74.954,audio_features,245787,4
When Legends Rise,Godsmack,When Legends Rise,4k7HTbpyFhYyaks0Kd2OoW,64,https://p.scdn.co/mp3-preview/34c0e2001538b5151c7b4f6d370af6b0992f84f8?cid=3502c8805da84b25aa0305556012150b,0.44,0.916,4,-4.224,0,0.264,0.000237,1.95e-05,0.0897,0.402,124.085,audio_features,172826,4
S.O.S. (Sawed Off Shotgun),The Glorious Sons,Young Beauties and Fools,1FjvK5qumqi0sMbw8yqmMX,43,https://p.scdn.co/mp3-preview/662902ff898f115aa27fb1d9c8932c127ba3dcd1?cid=3502c8805da84b25aa0305556012150b,0.568,0.961,9,-2.182,1,0.065,0.00428,0.0,0.138,0.924,148.126,audio_features,195173,4
Dance Macabre,Ghost,Prequelle,4pIKFpwflOdhYNIRmPTj3E,66,,0.619,0.696,7,-6.269,0,0.0315,1.89e-05,0.00555,0.38,0.727,125.986,audio_features,219720,4
When The Seasons Change,Five Finger Death Punch,A Decade of Destruction Vol. 2,6Q3LRRTIam8TJAFF25nwnf,49,https://p.scdn.co/mp3-preview/872e7e45927fcfe88619c4ba6c966b9f828dcbb3?cid=3502c8805da84b25aa0305556012150b,0.498,0.894,4,-6.628,0,0.0308,0.00142,0.0,0.0754,0.544,156.072,audio_features,227309,4
Do Your Worst,Rival Sons,Feral Roots,1ZDq0oRT40CkuADdE4Jvrq,57,https://p.scdn.co/mp3-preview/3e6979bdd368a70c3495b0c2b92637718ab87ea2?cid=3502c8805da84b25aa0305556012150b,0.392,0.791,2,-2.785,1,0.0509,0.0113,1.43e-06,0.326,0.413,83.868,audio_features,210493,4
You're The One,Greta Van Fleet,Anthem Of The Peaceful Army,0iYBNrznkCwhN3xCmNVJpo,65,,0.553,0.807,2,-5.805,1,0.0428,0.0125,0.00222,0.302,0.575,151.916,audio_features,266933,4
A Reason to Fight,Disturbed,Evolution (Deluxe Edition),1IbaGRC0Yrovu3MP1ipf1u,56,https://p.scdn.co/mp3-preview/3708a56a982b08a3bd1ad80e9f32af76666a570f?cid=3502c8805da84b25aa0305556012150b,0.591,0.571,6,-5.573,0,0.0248,0.0158,0.0,0.13,0.26,75.04,audio_features,284293,4
Right Left Wrong,Three Days Grace,Outsider,7Fma0rICvZeAECL8VoPuUO,57,https://p.scdn.co/mp3-preview/dafe5b5bfbea9d374e1a4bc8d37a7c94591e3214?cid=3502c8805da84b25aa0305556012150b,0.489,0.833,9,-5.348,1,0.054,0.0036,1.33e-06,0.111,0.307,135.431,audio_features,236693,4
Lo/Hi,The Black Keys,"""Let's Rock""",25YlltWXRb9k7KbrEBRuhJ,68,https://p.scdn.co/mp3-preview/0c3ee75cb2733b375dff07ce4046fd4e48302a2d?cid=3502c8805da84b25aa0305556012150b,0.606,0.679,2,-7.445,1,0.0321,0.0151,0.000433,0.0962,0.707,122.016,audio_features,177768,4
Heroin,Badflower,"OK, I'M SICK",0leJYiYyZE6jjXCEVYUQAm,53,,0.503,0.709,11,-5.809,1,0.0431,0.204,0.00438,0.0675,0.12,143.113,audio_features,281227,4
Blue On Black,Five Finger Death Punch,A Decade of Destruction Vol. 2,53S6LBUl9MUX5uWcToKSHw,52,https://p.scdn.co/mp3-preview/0a6c4cd7468d3293eeb1894b7ab2b1c4b1636273?cid=3502c8805da84b25aa0305556012150b,0.51,0.843,7,-5.628,1,0.0275,0.00104,1.21e-05,0.0882,0.479,156.06,audio_features,274615,4
MONSTERS,Shinedown,ATTENTION ATTENTION,1qAuIPMALdFtGv2Ymjy5l0,69,https://p.scdn.co/mp3-preview/5552e4485f7647d91afa3b35e0ef1e50afaac197?cid=3502c8805da84b25aa0305556012150b,0.487,0.9,5,-4.54,1,0.0529,0.00204,6.42e-06,0.11,0.377,149.959,audio_features,248373,4
Remember When,Bad Wolves,Disobey,2VAQAqrKu8n1eUWPlTzVox,68,https://p.scdn.co/mp3-preview/cba22bd47bdaff8230660bbc0f233b8ce3655cd9?cid=3502c8805da84b25aa0305556012150b,0.434,0.973,8,-4.816,1,0.145,2.38e-05,1.66e-06,0.0809,0.294,171.959,audio_features,209302,4
Under Your Scars,Godsmack,When Legends Rise,3VePARjg5ortw4ZfCKj0m3,58,https://p.scdn.co/mp3-preview/9a9dd1820f7dbee98a6957a47177d511114b4eec?cid=3502c8805da84b25aa0305556012150b,0.249,0.762,11,-4.149,0,0.0401,0.0553,1.33e-06,0.122,0.218,165.215,audio_features,231118,4
Last Day Under The Sun,Volbeat,"Rewind, Replay, Rebound (Deluxe)",6QrC8IQV29mwLgLMW1zGmm,58,,0.558,0.879,4,-3.794,1,0.0401,0.000862,0.00195,0.0544,0.448,115.037,audio_features,287400,4
No More,Disturbed,Evolution,0IdNBZt0O8R9qBgezYFGOi,60,https://p.scdn.co/mp3-preview/83b1b838ad0352177d5e1d17849e3c3512cf89ee?cid=3502c8805da84b25aa0305556012150b,0.53,0.988,7,-2.406,1,0.121,0.000285,0.0,0.222,0.521,101.28,audio_features,232640,3
When I'm Gone,Dirty Honey,Dirty Honey,7mVYYM1jFHP5d5ygTgjrf6,55,https://p.scdn.co/mp3-preview/2c8a01b7531df079df1168e5c0e0b4b05252c14f?cid=3502c8805da84b25aa0305556012150b,0.445,0.917,1,-3.17,1,0.0512,0.000294,0.000463,0.118,0.582,90.979,audio_features,205091,4
Panic Attack,The Glorious Sons,A War On Everything,0wur8pjE8RgvqVYPYajMMM,43,https://p.scdn.co/mp3-preview/ccbfda410b7c0be34f77fe5b51a4f3e9913a8975?cid=3502c8805da84b25aa0305556012150b,0.46,0.957,8,-2.938,1,0.056,0.00138,1.7e-05,0.291,0.662,151.958,audio_features,190280,4
16,Highly Suspect,MCID,7jHJ2MzIKO1kIMxGamKRKn,59,https://p.scdn.co/mp3-preview/ea2f8e3e65fe1e068150c873843f5fff15b3a471?cid=3502c8805da84b25aa0305556012150b,0.534,0.621,2,-5.205,1,0.0449,0.00124,1.39e-05,0.0596,0.186,91.845,audio_features,278656,4
Father of All...,Green Day,Father of All...,17C1AVZVh5jhJU4eAcovpl,54,https://p.scdn.co/mp3-preview/193228de5838617c1ae03bf5c584aba8b1213e8e?cid=3502c8805da84b25aa0305556012150b,0.462,0.912,11,-4.07,0,0.226,0.000138,0.0,0.0357,0.722,163.937,audio_features,151363,4
The Jester,Badflower,"OK, I'M SICK",28KccB3Iw5Gg8MjKewEQFW,51,,0.51,0.827,2,-6.013,1,0.0419,0.00708,7.27e-05,0.191,0.338,92.92,audio_features,245933,4
Come Around,Papa Roach,Who Do You Trust?,3NKqvNqe04e1HeZUHjqTk8,58,https://p.scdn.co/mp3-preview/e854b67ee38ac3b69e58acbade274a04fe67711f?cid=3502c8805da84b25aa0305556012150b,0.43,0.902,2,-5.462,1,0.143,0.0561,0.0025,0.0883,0.141,185.955,audio_features,210962,4
Under the Graveyard,Ozzy Osbourne,Under the Graveyard,0C4bx13JIMSWOAxd8TaoVq,56,https://p.scdn.co/mp3-preview/471102e1cc42d97d56522d2f80502d33a74efc67?cid=3502c8805da84b25aa0305556012150b,0.496,0.88,1,-2.242,0,0.0359,0.00151,2.92e-05,0.0592,0.148,140.009,audio_features,297682,4
Killing Me Slowly,Bad Wolves,N.A.T.I.O.N.,5RBWMYMSe6ihNb0hC8ro8v,70,https://p.scdn.co/mp3-preview/0c6e1366f7590816d91b4aa5c55157bf26f76d35?cid=3502c8805da84b25aa0305556012150b,0.332,0.889,1,-4.176,0,0.0772,0.000727,2.43e-06,0.204,0.265,137.901,audio_features,237065,4
ATTENTION ATTENTION,Shinedown,ATTENTION ATTENTION,0XRjftXFxSo0ZEC0ZdSxWQ,54,https://p.scdn.co/mp3-preview/37372af52234f842431cc83c7f776a35db2e3296?cid=3502c8805da84b25aa0305556012150b,0.524,0.975,7,-2.914,1,0.0629,0.000443,0.296,0.877,0.58,160.03,audio_features,230520,4
Inside Out,Five Finger Death Punch,F8,163Kb2pSLLduhfbO6Zn0sL,62,https://p.scdn.co/mp3-preview/833a960de1efdd43671a890b63369fd91761b2ee?cid=3502c8805da84b25aa0305556012150b,0.476,0.991,4,-2.855,0,0.15,0.00191,0.0,0.121,0.202,82.997,audio_features,226349,4
History of Violence,Theory of a Deadman,Say Nothing,6VgEoB7PXO5VrrQTTkMeRE,49,https://p.scdn.co/mp3-preview/89dd5674b68425a53f1b02dc36eb97b92a1c4af1?cid=3502c8805da84b25aa0305556012150b,0.587,0.821,9,-5.041,0,0.0413,0.0536,0.0,0.0932,0.616,81.985,audio_features,234567,4
Die To Live,Volbeat,"Rewind, Replay, Rebound (Deluxe)",7u9r4j7KSMW5yLsgjLRZGZ,58,,0.523,0.975,9,-2.925,1,0.119,0.0186,0.449,0.353,0.356,92.994,audio_features,182467,4
Hurricane,I Prevail,TRAUMA,2GFwwTIVLjnOrtP7m9luHC,70,,0.389,0.885,6,-5.063,0,0.0551,0.000372,0.000311,0.202,0.187,164.989,audio_features,223173,4
Oh Yeah!,Green Day,Father of All...,1VsFIGQytB26cDHViCLjQi,47,https://p.scdn.co/mp3-preview/806936c4971a0a247a676f9475a4c73831cd0372?cid=3502c8805da84b25aa0305556012150b,0.623,0.792,11,-6.37,1,0.0664,7e-05,0.00467,0.159,0.584,127.041,audio_features,171161,4
Far Away,Breaking Benjamin,Aurora,3OE4VBO845k24R8ZzuMpvj,53,,0.536,0.803,1,-2.998,1,0.0285,0.0407,0.0,0.111,0.254,107.973,audio_features,292281,4
Popular Monster,Falling In Reverse,Popular Monster,4GssB27iJeqmfGxS94Tfij,79,https://p.scdn.co/mp3-preview/266c356bcd82738fe7aba2edbeca3ad5e7787727?cid=3502c8805da84b25aa0305556012150b,0.461,0.897,3,-3.982,0,0.092,0.00821,0.0,0.0965,0.358,165.107,audio_features,220537,4
Unforgettable,Godsmack,When Legends Rise,3N4zFbWpILhmZelOboFEhx,50,https://p.scdn.co/mp3-preview/0ca4a0f3eae47fb4b090e1b86e68b3efa424dc80?cid=3502c8805da84b25aa0305556012150b,0.345,0.935,8,-3.518,1,0.238,0.00248,0.0,0.141,0.451,158.037,audio_features,208419,4
Sober,Bad Wolves,N.A.T.I.O.N.,4fqmCurSlIJRhPlCjPqGhK,64,https://p.scdn.co/mp3-preview/9564449c1d1213af81214ab4b164dbbd22bb54c1?cid=3502c8805da84b25aa0305556012150b,0.452,0.812,1,-6.663,1,0.043,0.0119,0.0,0.171,0.631,157.167,audio_features,195477,4
A Little Bit Off,Five Finger Death Punch,F8,6GqqGv8frU7kqzXkm2rewI,73,https://p.scdn.co/mp3-preview/4aa0cfe8982cf23e28417dff2088d3365ba75c55?cid=3502c8805da84b25aa0305556012150b,0.664,0.828,0,-6.053,1,0.0404,0.00839,0.0,0.294,0.82,103.985,audio_features,190718,4
Death by Rock and Roll,The Pretty Reckless,Death by Rock and Roll,18DJQsejI5e1ZwO2wyuP2g,55,https://p.scdn.co/mp3-preview/94de5af6262580f45c02214c2846f6e280a08645?cid=3502c8805da84b25aa0305556012150b,0.493,0.943,4,-3.321,1,0.0608,0.000679,0.00897,0.134,0.493,96.997,audio_features,234476,4
Atlas Falls,Shinedown,Atlas Falls,7m1Lw3uTakxHFxGjXXbE4l,56,https://p.scdn.co/mp3-preview/cc8bedbac58870e65b78e7cbd65d019d95e60279?cid=3502c8805da84b25aa0305556012150b,0.39,0.888,1,-3.405,0,0.051,0.102,0.0,0.141,0.422,181.979,audio_features,192370,3
Patience,Chris Cornell,No One Sings Like You Anymore,0cMyMeOTBeweBZRfP6MJ6e,59,,0.597,0.646,6,-7.378,0,0.0346,0.277,0.0,0.111,0.362,126.958,audio_features,253121,4
Dangerous,Seether,"Si Vis Pacem, Para Bellum",0y1t3QzZAjfFd5IxQZCS1V,54,,0.599,0.901,0,-4.842,0,0.071,0.000766,0.0154,0.0597,0.536,100.995,audio_features,229640,4
Black Eyes Blue,Corey Taylor,CMFT,2Gx3kLdFT0elzqKG7SFyCw,50,https://p.scdn.co/mp3-preview/4532a6ed16225a1b2618bf98af0dad8febdcc90e?cid=3502c8805da84b25aa0305556012150b,0.551,0.98,8,-3.755,0,0.0451,0.000899,4.16e-06,0.142,0.561,119.041,audio_features,202446,4
Shot In The Dark,AC/DC,POWER UP,0sfdiwck2xr4PteGOdyOfz,67,https://p.scdn.co/mp3-preview/7fdcc89d5c784aec562e4fce16cc705853bceb9c?cid=3502c8805da84b25aa0305556012150b,0.599,0.787,2,-4.708,1,0.0338,2.07e-05,5.27e-05,0.064,0.822,114.065,audio_features,185133,4
Shame Shame,Foo Fighters,Medicine At Midnight,21Qmkbvp6GvZdO0IMQtae5,55,https://p.scdn.co/mp3-preview/0f264ade7b569e5ffef2b7f537dc99f4ab9837d7?cid=3502c8805da84b25aa0305556012150b,0.652,0.864,7,-4.108,1,0.0325,0.00138,0.0433,0.0371,0.38,122.026,audio_features,257427,4
"My Way, Soon",Greta Van Fleet,The Battle at Garden’s Gate,32NJ4kh1Aqrc9XGRoXvGie,58,,0.41,0.942,10,-4.056,1,0.0604,8.82e-05,0.11,0.0919,0.437,131.895,audio_features,255218,4
Living The Dream,Five Finger Death Punch,F8,2gsxeJnGbJQkBddBDr0UTV,61,https://p.scdn.co/mp3-preview/81d65869f1b2da7f2d00164dd6b604cbbed87199?cid=3502c8805da84b25aa0305556012150b,0.416,0.988,0,-3.466,1,0.113,0.000839,0.0,0.137,0.47,174.995,audio_features,214543,4
Trouble’s Coming,Royal Blood,Typhoons,6voIJ7OWwRabSZDC77D5Hp,60,https://p.scdn.co/mp3-preview/8c40d7e70742c1892bb27bea06bdfd7af0a39883?cid=3502c8805da84b25aa0305556012150b,0.775,0.688,1,-5.038,0,0.0384,0.0533,0.0,0.321,0.805,112.009,audio_features,228400,4
Distance,Mammoth WVH,Mammoth WVH,0PWQkhOlfvBmjrzQRTBb60,46,https://p.scdn.co/mp3-preview/9bea131858bb14686e259bfae1cc8356059f12a5?cid=3502c8805da84b25aa0305556012150b,0.399,0.96,2,-5.129,1,0.394,0.000555,0.552,0.327,0.413,176.928,audio_features,254040,4
The Ending,Papa Roach,Who Do You Trust?,4orZt0eF9552qazCt2KECE,53,https://p.scdn.co/mp3-preview/ba80ab46494f57290a7501f9274d7f52b57188d1?cid=3502c8805da84b25aa0305556012150b,0.539,0.897,9,-4.447,0,0.0468,0.0997,1.63e-05,0.0942,0.514,89.998,audio_features,209829,4
Self Destructor,Chevelle,NIRATIAS,1H8U9f2oVZpb4tmR7yO3ZQ,50,https://p.scdn.co/mp3-preview/552d0bd7901f895300500af7c6309a3efdb1cfe0?cid=3502c8805da84b25aa0305556012150b,0.473,0.898,6,-3.537,0,0.0363,7.34e-06,0.56,0.311,0.405,104.031,audio_features,347941,4
Waiting On A War,Foo Fighters,Medicine At Midnight,4tA8lpQoWkMRWOZ29HbR86,57,https://p.scdn.co/mp3-preview/91d97c13324acf09acd9d12ffad99d0201ea5eab?cid=3502c8805da84b25aa0305556012150b,0.53,0.759,7,-7.067,1,0.0351,0.00984,0.0,0.319,0.502,131.999,audio_features,253840,4
And So It Went (feat. Tom Morello),The Pretty Reckless,Death by Rock and Roll,2YqFqTAIYuEZKJY0qVcFxX,47,https://p.scdn.co/mp3-preview/53b667b6712efa8e1139ea88a32ae745f47fcb0e?cid=3502c8805da84b25aa0305556012150b,0.471,0.9,8,-2.283,0,0.0832,0.0148,3.13e-06,0.082,0.362,91.318,audio_features,270215,4
Breathe Again,Pop Evil,Versatile,5KfXH2tHeTqIX9WvJwXTz1,58,https://p.scdn.co/mp3-preview/b8f0760f7b5bfc0a7c56ac35699230a3b8605ada?cid=3502c8805da84b25aa0305556012150b,0.57,0.89,3,-4.528,0,0.0675,2.47e-05,4.76e-05,0.309,0.634,116.982,audio_features,191440,4
Bruised And Bloodied,Seether,"Si Vis Pacem, Para Bellum",60zDzUtVX5z1DPefxMZ2J7,48,,0.629,0.88,2,-4.483,1,0.0371,7.54e-05,0.0332,0.064,0.454,121.008,audio_features,217773,4
Let The Bad Times Roll,The Offspring,Let The Bad Times Roll (Deluxe Edition),0O2UONKvVfdwDyefKh5Yo1,64,,0.495,0.976,6,-0.91,1,0.0792,0.00233,0.0,0.0668,0.603,159.01,audio_features,198547,4
Mercy,Ayron Jones,Child Of The State,4OSWIup9gKCkIdVvdkLEOE,45,,0.237,0.946,10,-4.056,0,0.128,0.000149,0.000745,0.167,0.284,159.262,audio_features,205831,4
Darkness Settles In,Five Finger Death Punch,F8,6RksBSj5fFtPkUnL2EE0oe,60,https://p.scdn.co/mp3-preview/56cb962501cd4fad093519d772aeb786c6600ef3?cid=3502c8805da84b25aa0305556012150b,0.334,0.933,4,-4.49,1,0.09,0.00732,0.0,0.264,0.18,132.812,audio_features,281804,4
Nowhere Generation,Rise Against,Nowhere Generation,74zUPQTB6HMnfS1cagJnd8,55,,0.373,0.944,11,-3.99,1,0.0998,0.00265,3.55e-05,0.422,0.376,165.881,audio_features,232933,4
For the Glory,All Good Things,Machines,030D3duTUTfJORIycOhZNr,66,https://p.scdn.co/mp3-preview/10004ef2403bb301d5d768f9141abb182d4aea2f?cid=3502c8805da84b25aa0305556012150b,0.484,0.891,2,-3.588,0,0.0829,0.000447,0.0,0.1,0.576,142.037,audio_features,279309,4
Wait A Minute My Girl,Volbeat,Servant Of The Mind (Deluxe),6nDHNHOVNuWK48N24Fktcs,63,,0.409,0.936,1,-5.712,0,0.0524,6.98e-05,0.00126,0.622,0.678,183.981,audio_features,140053,4
Don't Back Down,Mammoth WVH,Mammoth WVH,4f74h9bcuHOroCaVsKIr4F,54,https://p.scdn.co/mp3-preview/87d0cc78d8b5b20168b97cd009917bba308acccc?cid=3502c8805da84b25aa0305556012150b,0.5,0.93,7,-4.556,1,0.128,3.66e-05,0.000534,0.101,0.437,139.982,audio_features,225840,4
Making A Fire,Foo Fighters,Medicine At Midnight,2u8NmvhYX6wiviyxJTOhEi,53,https://p.scdn.co/mp3-preview/4804561dd5216184f6076cf4214ba89392dda669?cid=3502c8805da84b25aa0305556012150b,0.506,0.946,9,-4.173,1,0.0652,2.21e-05,0.00226,0.0528,0.651,91.111,audio_features,255107,3
Only Love Can Save Me Now (feat. Matt Cameron & Kim Thayil),The Pretty Reckless,Death by Rock and Roll,317W3px20aE14rvh6s1vXm,45,https://p.scdn.co/mp3-preview/3c959450b19b0a7707e5ed1b7696798374312507?cid=3502c8805da84b25aa0305556012150b,0.379,0.941,3,-2.919,1,0.0975,0.000967,0.000109,0.442,0.461,169.606,audio_features,312109,4
Survivor,Pop Evil,Versatile,76FKM1IevJeZC5vqarglp9,48,https://p.scdn.co/mp3-preview/9af739b1b2febc71d2e64e47fae4f32ae8f67142?cid=3502c8805da84b25aa0305556012150b,0.606,0.753,2,-5.983,1,0.0289,0.00267,4.02e-06,0.0607,0.414,90.05,audio_features,242424,4
Wasteland,Seether,"Si Vis Pacem, Para Bellum",2SD2zj8W5zKMdjCCJFF0vQ,47,,0.268,0.811,1,-4.06,1,0.0409,7.61e-05,0.00122,0.0651,0.295,101.041,audio_features,239627,3
Back From The Dead,Halestorm,Back From the Dead,2kxp6iR7nCNGYTx0eNYp2C,53,https://p.scdn.co/mp3-preview/2bd88766e6c511b1bcd6746164bdabad393174ca?cid=3502c8805da84b25aa0305556012150b,0.309,0.97,5,-2.928,0,0.0993,4.94e-05,1.16e-05,0.0943,0.335,168.275,audio_features,210305,4
Alone Again,Asking Alexandria,See What’s On The Inside,7JP8lWYrxpA8luKU8IPd3Y,57,https://p.scdn.co/mp3-preview/e9c7a26ac63f83150e30412f9461821bedd45661?cid=3502c8805da84b25aa0305556012150b,0.496,0.969,10,-3.085,1,0.0688,7.49e-05,5.93e-06,0.242,0.199,109.977,audio_features,228978,4
Kill The Noise,Papa Roach,Ego Trip,2DyDyOW1hRYFFaMhBCAHJ9,66,https://p.scdn.co/mp3-preview/ebf0dd92a1145b083073d0b49f9dfd7c526f8af1?cid=3502c8805da84b25aa0305556012150b,0.533,0.865,0,-5.469,0,0.0601,0.000428,8.83e-05,0.283,0.605,94.969,audio_features,188127,4
Shotgun Blues,Volbeat,Servant Of The Mind (Deluxe),2SMNxADB0ffqaIoOwl2x06,67,,0.528,0.947,2,-7.175,1,0.0518,9.31e-06,0.0632,0.165,0.661,149.082,audio_features,267827,4
Hunter’s Moon,Ghost,IMPERA,2jfQ2g1q0w8tbjN46rLpr2,63,,0.61,0.935,5,-4.444,0,0.0356,0.000473,0.00187,0.0854,0.656,128.967,audio_features,196107,3
So Called Life,Three Days Grace,EXPLOSIONS,1QTQ3VNzabl4yF5GJE6hhK,68,https://p.scdn.co/mp3-preview/f875f18364f283a8ae1a9f8e860815021a7208e2?cid=3502c8805da84b25aa0305556012150b,0.505,0.909,2,-4.316,1,0.0622,0.000179,0.0,0.0922,0.457,160.051,audio_features,206640,4
Planet Zero,Shinedown,Planet Zero,7g2LuO2QFplZfsLKRFiVHl,61,https://p.scdn.co/mp3-preview/28529504dc8a8bd384f4365d021a02ca36418551?cid=3502c8805da84b25aa0305556012150b,0.416,0.964,9,-2.967,1,0.112,2.35e-05,0.000875,0.473,0.212,157.925,audio_features,222739,4
ZOMBIFIED,Falling In Reverse,ZOMBIFIED,2ib8fuTavdc48X6MjhE4Ft,73,https://p.scdn.co/mp3-preview/2c57e51774a0ed3f8fd7cc8a967646b6da5a5029?cid=3502c8805da84b25aa0305556012150b,0.544,0.911,10,-3.681,0,0.0422,0.000141,8.89e-06,0.333,0.558,91.033,audio_features,218521,4
Won’t Stand Down,Muse,Will Of The People,6Wi8Byfq6xH0lEkqZbOZg9,61,https://p.scdn.co/mp3-preview/4af90766f8a0e8d02a74a8f9ed15ad94e429aa82?cid=3502c8805da84b25aa0305556012150b,0.514,0.882,7,-4.406,1,0.0862,0.0043,2.52e-06,0.156,0.424,104.85,audio_features,209061,4
Dead Man Walking,Jelly Roll,Ballads of the Broken,4BImM1ASmigkuEhxrPfUAf,64,https://p.scdn.co/mp3-preview/04d159c2738e1a3c7a878a28c80b66e7e056096b?cid=3502c8805da84b25aa0305556012150b,0.561,0.823,8,-6.81,1,0.034,0.000159,0.000506,0.154,0.161,92.0,audio_features,201280,4
Call Me Little Sunshine,Ghost,IMPERA,4xAmbn7xiy6wGOs4oaxv70,68,,0.566,0.871,5,-4.833,1,0.0311,0.000674,0.00144,0.107,0.41,88.012,audio_features,284267,4
The Steeple,Halestorm,Back From the Dead,09XBDPqHnevLn54rpRMjkZ,54,https://p.scdn.co/mp3-preview/6b41307682a146111f201209874517a9adf527d5?cid=3502c8805da84b25aa0305556012150b,0.43,0.981,5,-2.929,1,0.0744,0.00014,5.45e-06,0.287,0.585,157.01,audio_features,207445,4
AfterLife,Five Finger Death Punch,AfterLife,40gGeC397vLmz4eETZDSrG,62,https://p.scdn.co/mp3-preview/4d1c9abf00b31fb6351423923a70a19933ea9865?cid=3502c8805da84b25aa0305556012150b,0.472,0.989,6,-4.214,0,0.0597,0.000655,4.87e-06,0.341,0.327,93.985,audio_features,243561,4
Lifetime,Three Days Grace,EXPLOSIONS,19dNZyDyw00aKgr6S0Os6e,64,https://p.scdn.co/mp3-preview/6a3be864f0271ae1144571808f2158ff9d70eca6?cid=3502c8805da84b25aa0305556012150b,0.413,0.684,8,-2.878,1,0.0348,0.0012,0.0,0.16,0.33,129.975,audio_features,176227,4
Patient Number 9 (feat. Jeff Beck),Ozzy Osbourne,Patient Number 9,3YYnFEXCLNbaWuC0hIEnIS,55,https://p.scdn.co/mp3-preview/97b90fce833301b21be53445170662620a3aa95b?cid=3502c8805da84b25aa0305556012150b,0.318,0.87,5,-4.246,1,0.0652,0.000195,0.192,0.133,0.297,169.906,audio_features,441402,4
Daylight,Shinedown,Daylight,6LleMnUceskUsmszoOlODl,57,https://p.scdn.co/mp3-preview/492b9b2559c5bf15a84652d8eb461f62761f70a6?cid=3502c8805da84b25aa0305556012150b,0.258,0.539,5,-5.853,1,0.0342,0.424,1.32e-05,0.0874,0.344,180.583,audio_features,240895,3
Hey You,Disturbed,Divisive,48ra1MC5YRsr9RpWWUgTnR,61,https://p.scdn.co/mp3-preview/610fc12a5d0c65376dcba4838f660145c1527c37?cid=3502c8805da84b25aa0305556012150b,0.5,0.982,1,-3.496,1,0.0727,4.72e-05,4.28e-05,0.0447,0.507,103.033,audio_features,268482,4
No Apologies,Papa Roach,Ego Trip,3tOsMX89CIiuf2x2n5EQyb,56,https://p.scdn.co/mp3-preview/89436a46ebff936ea8b480cb6fa9b5377be54a19?cid=3502c8805da84b25aa0305556012150b,0.507,0.943,5,-3.215,0,0.0576,0.00032,2.63e-05,0.417,0.443,93.024,audio_features,188140,4
Times Like These,Five Finger Death Punch,AfterLife,6bo13cPb5M0B6LhQEl0A3E,65,https://p.scdn.co/mp3-preview/849e279f11aebc6be84714e0a2e60d55a6a83ac2?cid=3502c8805da84b25aa0305556012150b,0.437,0.935,8,-4.278,0,0.0675,0.0102,0.0,0.135,0.593,73.722,audio_features,209976,4
Masterpiece,Motionless In White,Scoring The End Of The World,3c9kVsKF68xMzlS0NikVn3,70,https://p.scdn.co/mp3-preview/66d9eaa1782273a7e2d8e7b61a9695f7e111085d?cid=3502c8805da84b25aa0305556012150b,0.324,0.863,10,-3.716,0,0.123,0.000109,0.0,0.311,0.394,177.985,audio_features,206648,4
Natural Born Killer,Highly Suspect,The Midnight Demon Club,4nMUPQeTor23d8RxiiJO9W,57,https://p.scdn.co/mp3-preview/b484d29c4c210872948c1b632c2367ea17af69c6?cid=3502c8805da84b25aa0305556012150b,0.202,0.742,0,-5.29,1,0.124,0.00169,0.000483,0.128,0.155,194.876,audio_features,196136,3
Bad Things,I Prevail,TRUE POWER,3jTWNaSfBQvv3HPTqQjkkM,66,,0.5,0.844,5,-5.263,0,0.064,0.000791,9.54e-05,0.274,0.141,92.044,audio_features,228261,4
